103, 3, 9.494, 0.467277, 84087, ,
104, 9, 9.535, 0.507291, 84087, ,
105, 5, 9.570, 0.499242, 84087, ,
106, 1, 9.602, 0.463382, 84087, ,
107, 0, 9.642, 0.452467, 84087, ,
108, 7, 9.751, 0.460608, 84087, ,
109, 2, 9.824, 0.451459, 84087, ,
110, 8, 9.858, 0.456396, 84087, ,
111, 4, 9.881, 0.450385, 84087, ,
112, 6, 9.916, 0.453722, 84087, ,
113, 3, 9.947, 0.452943, 84087, ,
114, 9, 9.989, 0.454284, 84087, ,
115, 5, 10.024, 0.453520, 84087, ,
116, 1, 10.049, 0.446536, 84087, ,
117, 0, 10.102, 0.459621, 84087, ,
118, 7, 10.203, 0.452373, 84087, ,
119, 2, 10.273, 0.449201, 84087, ,
120, 8, 10.314, 0.455942, 84087, ,
121, 6, 10.370, 0.453794, 84087, ,
122, 3, 10.398, 0.450731, 84087, ,
